"OID","SUBBASIN","ARSUB","LANDUSE","ARLU","SOIL","ARSO","SLP","ARSLP","SLOPE","UNIQUECOMB","HRU_ID","HRU_GIS"
4808,36.00,16021.12,"FRSE",5617.68,"BESMMG",887.06,"11.8-9999",200.25,15.73,"36_FRSE_BESMMG_11.8-9999",4808,"000360046"
4809,36.00,16021.12,"FRSE",5617.68,"HM",548.43,"4.29-11.8",358.31,7.18,"36_FRSE_HM_4.29-11.8",4809,"000360047"
4810,36.00,16021.12,"FRSE",5617.68,"HM",548.43,"0-4.29",168.18,2.81,"36_FRSE_HM_0-4.29",4810,"000360048"
4811,36.00,16021.12,"FRSE",5617.68,"HM",548.43,"11.8-9999",21.93,13.54,"36_FRSE_HM_11.8-9999",4811,"000360049"
4812,36.00,16021.12,"FRSE",5617.68,"PBESMM",1721.81,"11.8-9999",438.18,15.66,"36_FRSE_PBESMM_11.8-9999",4812,"000360050"
4813,36.00,16021.12,"FRSE",5617.68,"PBESMM",1721.81,"4.29-11.8",1001.25,7.84,"36_FRSE_PBESMM_4.29-11.8",4813,"000360051"
4814,36.00,16021.12,"FRSE",5617.68,"PBESMM",1721.81,"0-4.29",282.37,2.91,"36_FRSE_PBESMM_0-4.29",4814,"000360052"
4815,36.00,16021.12,"FRSE",5617.68,"PBLVWS",640.68,"4.29-11.8",370.12,7.53,"36_FRSE_PBLVWS_4.29-11.8",4815,"000360053"
4816,36.00,16021.12,"FRSE",5617.68,"PBLVWS",640.68,"0-4.29",146.25,2.72,"36_FRSE_PBLVWS_0-4.29",4816,"000360054"
4817,36.00,16021.12,"FRSE",5617.68,"PBLVWS",640.68,"11.8-9999",124.31,16.39,"36_FRSE_PBLVWS_11.8-9999",4817,"000360055"
4818,36.00,16021.12,"FRSE",5617.68,"WASSER",43.31,"4.29-11.8",11.81,8.41,"36_FRSE_WASSER_4.29-11.8",4818,"000360056"
4819,36.00,16021.12,"FRSE",5617.68,"WASSER",43.31,"11.8-9999",27.00,19.42,"36_FRSE_WASSER_11.8-9999",4819,"000360057"
4820,36.00,16021.12,"FRSE",5617.68,"WASSER",43.31,"0-4.29",4.50,2.41,"36_FRSE_WASSER_0-4.29",4820,"000360058"
4821,36.00,16021.12,"RNGB",41.06,"PBLVWS",41.06,"0-4.29",11.25,2.68,"36_RNGB_PBLVWS_0-4.29",4821,"000360059"
4822,36.00,16021.12,"RNGB",41.06,"PBLVWS",41.06,"4.29-11.8",29.81,7.10,"36_RNGB_PBLVWS_4.29-11.8",4822,"000360060"
4823,36.00,16021.12,"WATR",399.93,"BELVTS",5.06,"11.8-9999",1.12,18.04,"36_WATR_BELVTS_11.8-9999",4823,"000360061"
4824,36.00,16021.12,"WATR",399.93,"BELVTS",5.06,"0-4.29",1.12,2.76,"36_WATR_BELVTS_0-4.29",4824,"000360062"
4825,36.00,16021.12,"WATR",399.93,"BELVTS",5.06,"4.29-11.8",2.81,6.18,"36_WATR_BELVTS_4.29-11.8",4825,"000360063"
4826,36.00,16021.12,"WATR",399.93,"BESMMG",29.81,"11.8-9999",14.62,19.08,"36_WATR_BESMMG_11.8-9999",4826,"000360064"
4827,36.00,16021.12,"WATR",399.93,"BESMMG",29.81,"0-4.29",2.25,1.25,"36_WATR_BESMMG_0-4.29",4827,"000360065"
4828,36.00,16021.12,"WATR",399.93,"BESMMG",29.81,"4.29-11.8",12.93,8.20,"36_WATR_BESMMG_4.29-11.8",4828,"000360066"
4829,36.00,16021.12,"WATR",399.93,"PBLVWS",99.56,"11.8-9999",11.25,14.41,"36_WATR_PBLVWS_11.8-9999",4829,"000360067"
4830,36.00,16021.12,"WATR",399.93,"PBLVWS",99.56,"0-4.29",56.81,0.97,"36_WATR_PBLVWS_0-4.29",4830,"000360068"
4831,36.00,16021.12,"WATR",399.93,"PBLVWS",99.56,"4.29-11.8",31.50,7.14,"36_WATR_PBLVWS_4.29-11.8",4831,"000360069"
4832,36.00,16021.12,"WATR",399.93,"WASSER",265.50,"0-4.29",176.62,0.93,"36_WATR_WASSER_0-4.29",4832,"000360070"
4833,36.00,16021.12,"WATR",399.93,"WASSER",265.50,"4.29-11.8",66.93,7.12,"36_WATR_WASSER_4.29-11.8",4833,"000360071"
4834,36.00,16021.12,"WATR",399.93,"WASSER",265.50,"11.8-9999",21.93,15.90,"36_WATR_WASSER_11.8-9999",4834,"000360072"
4835,36.00,16021.12,"A3XX",6612.75,"BELVSI",82.12,"4.29-11.8",36.56,6.99,"36_A3XX_BELVSI_4.29-11.8",4835,"000360073"
4836,36.00,16021.12,"A3XX",6612.75,"BELVSI",82.12,"11.8-9999",13.50,15.74,"36_A3XX_BELVSI_11.8-9999",4836,"000360074"
4837,36.00,16021.12,"A3XX",6612.75,"BELVSI",82.12,"0-4.29",32.06,2.98,"36_A3XX_BELVSI_0-4.29",4837,"000360075"
4838,36.00,16021.12,"A3XX",6612.75,"BELVTS",3172.50,"11.8-9999",203.62,14.99,"36_A3XX_BELVTS_11.8-9999",4838,"000360076"
4839,36.00,16021.12,"A3XX",6612.75,"BELVTS",3172.50,"0-4.29",982.12,2.88,"36_A3XX_BELVTS_0-4.29",4839,"000360077"
4840,36.00,16021.12,"A3XX",6612.75,"BELVTS",3172.50,"4.29-11.8",1986.75,6.95,"36_A3XX_BELVTS_4.29-11.8",4840,"000360078"
4841,36.00,16021.12,"A3XX",6612.75,"BESMMG",713.25,"11.8-9999",51.18,13.96,"36_A3XX_BESMMG_11.8-9999",4841,"000360079"
4842,36.00,16021.12,"A3XX",6612.75,"BESMMG",713.25,"4.29-11.8",417.93,7.42,"36_A3XX_BESMMG_4.29-11.8",4842,"000360080"
4843,36.00,16021.12,"A3XX",6612.75,"BESMMG",713.25,"0-4.29",244.12,2.65,"36_A3XX_BESMMG_0-4.29",4843,"000360081"
4844,36.00,16021.12,"A3XX",6612.75,"HM",1.12,"4.29-11.8",0.56,4.50,"36_A3XX_HM_4.29-11.8",4844,"000360082"
4845,36.00,16021.12,"A3XX",6612.75,"HM",1.12,"0-4.29",0.56,4.06,"36_A3XX_HM_0-4.29",4845,"000360083"
4846,36.00,16021.12,"A3XX",6612.75,"PBESMM",1054.68,"0-4.29",268.87,2.81,"36_A3XX_PBESMM_0-4.29",4846,"000360084"
4847,36.00,16021.12,"A3XX",6612.75,"PBESMM",1054.68,"11.8-9999",119.25,15.91,"36_A3XX_PBESMM_11.8-9999",4847,"000360085"
4848,36.00,16021.12,"A3XX",6612.75,"PBESMM",1054.68,"4.29-11.8",666.56,7.21,"36_A3XX_PBESMM_4.29-11.8",4848,"000360086"
4849,36.00,16021.12,"A3XX",6612.75,"PBLVWS",1476.00,"11.8-9999",140.62,14.76,"36_A3XX_PBLVWS_11.8-9999",4849,"000360087"
4850,36.00,16021.12,"A3XX",6612.75,"PBLVWS",1476.00,"0-4.29",511.31,2.93,"36_A3XX_PBLVWS_0-4.29",4850,"000360088"
4851,36.00,16021.12,"A3XX",6612.75,"PBLVWS",1476.00,"4.29-11.8",824.06,7.12,"36_A3XX_PBLVWS_4.29-11.8",4851,"000360089"
4852,36.00,16021.12,"A3XX",6612.75,"WASSER",113.06,"4.29-11.8",54.00,7.79,"36_A3XX_WASSER_4.29-11.8",4852,"000360090"
4853,36.00,16021.12,"A3XX",6612.75,"WASSER",113.06,"0-4.29",32.62,2.73,"36_A3XX_WASSER_0-4.29",4853,"000360091"
4854,36.00,16021.12,"A3XX",6612.75,"WASSER",113.06,"11.8-9999",26.43,16.78,"36_A3XX_WASSER_11.8-9999",4854,"000360092"
4855,37.00,23744.25,"URMD",943.31,"BELVSI",210.37,"4.29-11.8",126.00,6.42,"37_URMD_BELVSI_4.29-11.8",4855,"000370001"
4856,37.00,23744.25,"URMD",943.31,"BELVSI",210.37,"0-4.29",63.56,3.16,"37_URMD_BELVSI_0-4.29",4856,"000370002"
4857,37.00,23744.25,"URMD",943.31,"BELVSI",210.37,"11.8-9999",20.81,18.01,"37_URMD_BELVSI_11.8-9999",4857,"000370003"
4858,37.00,23744.25,"URMD",943.31,"BELVTS",233.43,"4.29-11.8",144.56,7.66,"37_URMD_BELVTS_4.29-11.8",4858,"000370004"
4859,37.00,23744.25,"URMD",943.31,"BELVTS",233.43,"0-4.29",37.12,2.94,"37_URMD_BELVTS_0-4.29",4859,"000370005"
4860,37.00,23744.25,"URMD",943.31,"BELVTS",233.43,"11.8-9999",51.75,16.53,"37_URMD_BELVTS_11.8-9999",4860,"000370006"
4861,37.00,23744.25,"URMD",943.31,"BESMMG",143.43,"0-4.29",7.87,2.92,"37_URMD_BESMMG_0-4.29",4861,"000370007"
4862,37.00,23744.25,"URMD",943.31,"BESMMG",143.43,"11.8-9999",75.93,18.68,"37_URMD_BESMMG_11.8-9999",4862,"000370008"
4863,37.00,23744.25,"URMD",943.31,"BESMMG",143.43,"4.29-11.8",59.62,8.69,"37_URMD_BESMMG_4.29-11.8",4863,"000370009"
4864,37.00,23744.25,"URMD",943.31,"PBEPGL",333.00,"4.29-11.8",180.00,6.92,"37_URMD_PBEPGL_4.29-11.8",4864,"000370010"
4865,37.00,23744.25,"URMD",943.31,"PBEPGL",333.00,"0-4.29",145.68,2.61,"37_URMD_PBEPGL_0-4.29",4865,"000370011"
4866,37.00,23744.25,"URMD",943.31,"PBEPGL",333.00,"11.8-9999",7.31,12.73,"37_URMD_PBEPGL_11.8-9999",4866,"000370012"
4867,37.00,23744.25,"URMD",943.31,"WASSER",23.06,"11.8-9999",3.37,18.38,"37_URMD_WASSER_11.8-9999",4867,"000370013"
4868,37.00,23744.25,"URMD",943.31,"WASSER",23.06,"4.29-11.8",15.18,7.00,"37_URMD_WASSER_4.29-11.8",4868,"000370014"
4869,37.00,23744.25,"URMD",943.31,"WASSER",23.06,"0-4.29",4.50,2.89,"37_URMD_WASSER_0-4.29",4869,"000370015"
4870,37.00,23744.25,"BARR",25.31,"BELVSI",25.31,"4.29-11.8",12.93,7.71,"37_BARR_BELVSI_4.29-11.8",4870,"000370016"
4871,37.00,23744.25,"BARR",25.31,"BELVSI",25.31,"11.8-9999",9.56,17.05,"37_BARR_BELVSI_11.8-9999",4871,"000370017"
4872,37.00,23744.25,"BARR",25.31,"BELVSI",25.31,"0-4.29",2.81,3.00,"37_BARR_BELVSI_0-4.29",4872,"000370018"
4873,37.00,23744.25,"PAST",1508.62,"BELVSI",788.06,"11.8-9999",189.56,16.18,"37_PAST_BELVSI_11.8-9999",4873,"000370019"
4874,37.00,23744.25,"PAST",1508.62,"BELVSI",788.06,"4.29-11.8",473.62,7.57,"37_PAST_BELVSI_4.29-11.8",4874,"000370020"
4875,37.00,23744.25,"PAST",1508.62,"BELVSI",788.06,"0-4.29",124.87,2.86,"37_PAST_BELVSI_0-4.29",4875,"000370021"
4876,37.00,23744.25,"PAST",1508.62,"BELVTS",637.31,"0-4.29",89.43,3.06,"37_PAST_BELVTS_0-4.29",4876,"000370022"
4877,37.00,23744.25,"PAST",1508.62,"BELVTS",637.31,"11.8-9999",168.75,16.61,"37_PAST_BELVTS_11.8-9999",4877,"000370023"
4878,37.00,23744.25,"PAST",1508.62,"BELVTS",637.31,"4.29-11.8",379.12,7.71,"37_PAST_BELVTS_4.29-11.8",4878,"000370024"
4879,37.00,23744.25,"PAST",1508.62,"BESMMG",81.56,"0-4.29",13.50,3.06,"37_PAST_BESMMG_0-4.29",4879,"000370025"
4880,37.00,23744.25,"PAST",1508.62,"BESMMG",81.56,"11.8-9999",9.56,17.32,"37_PAST_BESMMG_11.8-9999",4880,"000370026"
4881,37.00,23744.25,"PAST",1508.62,"BESMMG",81.56,"4.29-11.8",58.50,7.29,"37_PAST_BESMMG_4.29-11.8",4881,"000370027"
4882,37.00,23744.25,"PAST",1508.62,"PBEPGL",1.68,"4.29-11.8",1.68,8.73,"37_PAST_PBEPGL_4.29-11.8",4882,"000370028"
4883,37.00,23744.25,"FRSD",115.31,"BELVSI",1.68,"11.8-9999",1.68,31.01,"37_FRSD_BELVSI_11.8-9999",4883,"000370029"
4884,37.00,23744.25,"FRSD",115.31,"BELVTS",23.06,"0-4.29",1.12,3.03,"37_FRSD_BELVTS_0-4.29",4884,"000370030"
4885,37.00,23744.25,"FRSD",115.31,"BELVTS",23.06,"4.29-11.8",2.81,8.07,"37_FRSD_BELVTS_4.29-11.8",4885,"000370031"
4886,37.00,23744.25,"FRSD",115.31,"BELVTS",23.06,"11.8-9999",19.12,36.10,"37_FRSD_BELVTS_11.8-9999",4886,"000370032"
4887,37.00,23744.25,"FRSD",115.31,"BESMMG",55.12,"11.8-9999",42.75,26.07,"37_FRSD_BESMMG_11.8-9999",4887,"000370033"
4888,37.00,23744.25,"FRSD",115.31,"BESMMG",55.12,"0-4.29",4.50,2.65,"37_FRSD_BESMMG_0-4.29",4888,"000370034"
4889,37.00,23744.25,"FRSD",115.31,"BESMMG",55.12,"4.29-11.8",7.87,6.99,"37_FRSD_BESMMG_4.29-11.8",4889,"000370035"
4890,37.00,23744.25,"FRSD",115.31,"WASSER",35.43,"4.29-11.8",5.62,7.64,"37_FRSD_WASSER_4.29-11.8",4890,"000370036"
4891,37.00,23744.25,"FRSD",115.31,"WASSER",35.43,"11.8-9999",27.00,27.43,"37_FRSD_WASSER_11.8-9999",4891,"000370037"
4892,37.00,23744.25,"FRSD",115.31,"WASSER",35.43,"0-4.29",2.81,2.91,"37_FRSD_WASSER_0-4.29",4892,"000370038"
4893,37.00,23744.25,"FRSE",10868.06,"BELVSI",4271.06,"11.8-9999",1446.18,17.78,"37_FRSE_BELVSI_11.8-9999",4893,"000370039"
4894,37.00,23744.25,"FRSE",10868.06,"BELVSI",4271.06,"0-4.29",606.37,2.84,"37_FRSE_BELVSI_0-4.29",4894,"000370040"
4895,37.00,23744.25,"FRSE",10868.06,"BELVSI",4271.06,"4.29-11.8",2218.50,7.81,"37_FRSE_BELVSI_4.29-11.8",4895,"000370041"
4896,37.00,23744.25,"FRSE",10868.06,"BELVTS",4236.75,"11.8-9999",1756.12,19.83,"37_FRSE_BELVTS_11.8-9999",4896,"000370042"
4897,37.00,23744.25,"FRSE",10868.06,"BELVTS",4236.75,"4.29-11.8",1913.06,7.94,"37_FRSE_BELVTS_4.29-11.8",4897,"000370043"
4898,37.00,23744.25,"FRSE",10868.06,"BELVTS",4236.75,"0-4.29",567.56,2.86,"37_FRSE_BELVTS_0-4.29",4898,"000370044"
4899,37.00,23744.25,"FRSE",10868.06,"BESMMG",1282.50,"4.29-11.8",502.31,8.04,"37_FRSE_BESMMG_4.29-11.8",4899,"000370045"
4900,37.00,23744.25,"FRSE",10868.06,"BESMMG",1282.50,"11.8-9999",636.75,22.33,"37_FRSE_BESMMG_11.8-9999",4900,"000370046"
4901,37.00,23744.25,"FRSE",10868.06,"BESMMG",1282.50,"0-4.29",143.43,2.74,"37_FRSE_BESMMG_0-4.29",4901,"000370047"
4902,37.00,23744.25,"FRSE",10868.06,"PBEPGL",785.81,"4.29-11.8",463.50,7.66,"37_FRSE_PBEPGL_4.29-11.8",4902,"000370048"
4903,37.00,23744.25,"FRSE",10868.06,"PBEPGL",785.81,"0-4.29",154.68,2.79,"37_FRSE_PBEPGL_0-4.29",4903,"000370049"
4904,37.00,23744.25,"FRSE",10868.06,"PBEPGL",785.81,"11.8-9999",167.62,16.50,"37_FRSE_PBEPGL_11.8-9999",4904,"000370050"
4905,37.00,23744.25,"FRSE",10868.06,"WASSER",291.93,"11.8-9999",203.62,23.20,"37_FRSE_WASSER_11.8-9999",4905,"000370051"
4906,37.00,23744.25,"FRSE",10868.06,"WASSER",291.93,"0-4.29",19.68,2.15,"37_FRSE_WASSER_0-4.29",4906,"000370052"
4907,37.00,23744.25,"FRSE",10868.06,"WASSER",291.93,"4.29-11.8",68.62,8.07,"37_FRSE_WASSER_4.29-11.8",4907,"000370053"
4908,37.00,23744.25,"FRST",154.68,"BELVSI",7.87,"4.29-11.8",5.62,7.96,"37_FRST_BELVSI_4.29-11.8",4908,"000370054"
4909,37.00,23744.25,"FRST",154.68,"BELVSI",7.87,"11.8-9999",2.25,12.79,"37_FRST_BELVSI_11.8-9999",4909,"000370055"
4910,37.00,23744.25,"FRST",154.68,"BELVTS",52.87,"0-4.29",11.25,2.51,"37_FRST_BELVTS_0-4.29",4910,"000370056"
4911,37.00,23744.25,"FRST",154.68,"BELVTS",52.87,"4.29-11.8",32.06,7.71,"37_FRST_BELVTS_4.29-11.8",4911,"000370057"
4912,37.00,23744.25,"FRST",154.68,"BELVTS",52.87,"11.8-9999",9.56,14.51,"37_FRST_BELVTS_11.8-9999",4912,"000370058"
4913,37.00,23744.25,"FRST",154.68,"BESMMG",62.43,"0-4.29",1.68,2.70,"37_FRST_BESMMG_0-4.29",4913,"000370059"
4914,37.00,23744.25,"FRST",154.68,"BESMMG",62.43,"4.29-11.8",25.31,8.18,"37_FRST_BESMMG_4.29-11.8",4914,"000370060"
4915,37.00,23744.25,"FRST",154.68,"BESMMG",62.43,"11.8-9999",35.43,20.77,"37_FRST_BESMMG_11.8-9999",4915,"000370061"
4916,37.00,23744.25,"FRST",154.68,"WASSER",31.50,"4.29-11.8",10.12,7.60,"37_FRST_WASSER_4.29-11.8",4916,"000370062"
4917,37.00,23744.25,"FRST",154.68,"WASSER",31.50,"0-4.29",3.93,2.50,"37_FRST_WASSER_0-4.29",4917,"000370063"
4918,37.00,23744.25,"FRST",154.68,"WASSER",31.50,"11.8-9999",17.43,21.77,"37_FRST_WASSER_11.8-9999",4918,"000370064"
4919,37.00,23744.25,"WATR",842.06,"BELVSI",30.37,"11.8-9999",13.50,21.51,"37_WATR_BELVSI_11.8-9999",4919,"000370065"
4920,37.00,23744.25,"WATR",842.06,"BELVSI",30.37,"4.29-11.8",10.12,7.41,"37_WATR_BELVSI_4.29-11.8",4920,"000370066"
4921,37.00,23744.25,"WATR",842.06,"BELVSI",30.37,"0-4.29",6.75,1.23,"37_WATR_BELVSI_0-4.29",4921,"000370067"
4922,37.00,23744.25,"WATR",842.06,"BELVTS",82.12,"11.8-9999",29.81,21.12,"37_WATR_BELVTS_11.8-9999",4922,"000370068"
4923,37.00,23744.25,"WATR",842.06,"BELVTS",82.12,"4.29-11.8",32.62,7.49,"37_WATR_BELVTS_4.29-11.8",4923,"000370069"
4924,37.00,23744.25,"WATR",842.06,"BELVTS",82.12,"0-4.29",19.68,1.49,"37_WATR_BELVTS_0-4.29",4924,"000370070"
4925,37.00,23744.25,"WATR",842.06,"BESMMG",115.87,"11.8-9999",65.81,23.35,"37_WATR_BESMMG_11.8-9999",4925,"000370071"
4926,37.00,23744.25,"WATR",842.06,"BESMMG",115.87,"0-4.29",15.75,1.91,"37_WATR_BESMMG_0-4.29",4926,"000370072"
4927,37.00,23744.25,"WATR",842.06,"BESMMG",115.87,"4.29-11.8",34.31,8.07,"37_WATR_BESMMG_4.29-11.8",4927,"000370073"
4928,37.00,23744.25,"WATR",842.06,"PBEPGL",14.62,"4.29-11.8",9.56,8.50,"37_WATR_PBEPGL_4.29-11.8",4928,"000370074"
4929,37.00,23744.25,"WATR",842.06,"PBEPGL",14.62,"0-4.29",1.12,1.20,"37_WATR_PBEPGL_0-4.29",4929,"000370075"
4930,37.00,23744.25,"WATR",842.06,"PBEPGL",14.62,"11.8-9999",3.93,14.36,"37_WATR_PBEPGL_11.8-9999",4930,"000370076"
4931,37.00,23744.25,"WATR",842.06,"WASSER",599.06,"11.8-9999",137.25,20.14,"37_WATR_WASSER_11.8-9999",4931,"000370077"
4932,37.00,23744.25,"WATR",842.06,"WASSER",599.06,"4.29-11.8",128.81,8.00,"37_WATR_WASSER_4.29-11.8",4932,"000370078"
4933,37.00,23744.25,"WATR",842.06,"WASSER",599.06,"0-4.29",333.00,0.85,"37_WATR_WASSER_0-4.29",4933,"000370079"
4934,37.00,23744.25,"A3XX",9286.87,"BELVSI",3619.12,"0-4.29",906.75,2.93,"37_A3XX_BELVSI_0-4.29",4934,"000370080"
4935,37.00,23744.25,"A3XX",9286.87,"BELVSI",3619.12,"11.8-9999",470.25,16.04,"37_A3XX_BELVSI_11.8-9999",4935,"000370081"
4936,37.00,23744.25,"A3XX",9286.87,"BELVSI",3619.12,"4.29-11.8",2242.12,7.30,"37_A3XX_BELVSI_4.29-11.8",4936,"000370082"
4937,37.00,23744.25,"A3XX",9286.87,"BELVTS",2804.06,"4.29-11.8",1754.43,7.42,"37_A3XX_BELVTS_4.29-11.8",4937,"000370083"
4938,37.00,23744.25,"A3XX",9286.87,"BELVTS",2804.06,"0-4.29",637.87,2.83,"37_A3XX_BELVTS_0-4.29",4938,"000370084"
4939,37.00,23744.25,"A3XX",9286.87,"BELVTS",2804.06,"11.8-9999",411.75,15.92,"37_A3XX_BELVTS_11.8-9999",4939,"000370085"
4940,37.00,23744.25,"A3XX",9286.87,"BESMMG",233.43,"11.8-9999",123.75,21.43,"37_A3XX_BESMMG_11.8-9999",4940,"000370086"
4941,37.00,23744.25,"A3XX",9286.87,"BESMMG",233.43,"4.29-11.8",79.31,8.09,"37_A3XX_BESMMG_4.29-11.8",4941,"000370087"
4942,37.00,23744.25,"A3XX",9286.87,"BESMMG",233.43,"0-4.29",30.37,2.77,"37_A3XX_BESMMG_0-4.29",4942,"000370088"
4943,37.00,23744.25,"A3XX",9286.87,"PBEPGL",2568.93,"11.8-9999",140.62,14.75,"37_A3XX_PBEPGL_11.8-9999",4943,"000370089"
4944,37.00,23744.25,"A3XX",9286.87,"PBEPGL",2568.93,"4.29-11.8",1488.37,6.90,"37_A3XX_PBEPGL_4.29-11.8",4944,"000370090"
4945,37.00,23744.25,"A3XX",9286.87,"PBEPGL",2568.93,"0-4.29",939.93,2.80,"37_A3XX_PBEPGL_0-4.29",4945,"000370091"
4946,37.00,23744.25,"A3XX",9286.87,"WASSER",61.31,"4.29-11.8",23.62,7.63,"37_A3XX_WASSER_4.29-11.8",4946,"000370092"
4947,37.00,23744.25,"A3XX",9286.87,"WASSER",61.31,"0-4.29",19.68,2.68,"37_A3XX_WASSER_0-4.29",4947,"000370093"
4948,37.00,23744.25,"A3XX",9286.87,"WASSER",61.31,"11.8-9999",18.00,18.60,"37_A3XX_WASSER_11.8-9999",4948,"000370094"
4949,38.00,48773.81,"URMD",2601.00,"BEBIMG",1018.68,"11.8-9999",60.18,13.77,"38_URMD_BEBIMG_11.8-9999",4949,"000380001"
4950,38.00,48773.81,"URMD",2601.00,"BEBIMG",1018.68,"0-4.29",368.43,2.74,"38_URMD_BEBIMG_0-4.29",4950,"000380002"
4951,38.00,48773.81,"URMD",2601.00,"BEBIMG",1018.68,"4.29-11.8",590.06,7.14,"38_URMD_BEBIMG_4.29-11.8",4951,"000380003"
4952,38.00,48773.81,"URMD",2601.00,"BELVSI",9.56,"11.8-9999",4.50,18.68,"38_URMD_BELVSI_11.8-9999",4952,"000380004"
4953,38.00,48773.81,"URMD",2601.00,"BELVSI",9.56,"4.29-11.8",5.06,7.72,"38_URMD_BELVSI_4.29-11.8",4953,"000380005"
4954,38.00,48773.81,"URMD",2601.00,"BELVTS",899.43,"0-4.29",233.43,2.89,"38_URMD_BELVTS_0-4.29",4954,"000380006"
4955,38.00,48773.81,"URMD",2601.00,"BELVTS",899.43,"11.8-9999",124.87,16.76,"38_URMD_BELVTS_11.8-9999",4955,"000380007"
4956,38.00,48773.81,"URMD",2601.00,"BELVTS",899.43,"4.29-11.8",541.12,7.46,"38_URMD_BELVTS_4.29-11.8",4956,"000380008"
4957,38.00,48773.81,"URMD",2601.00,"BESMMG",671.06,"11.8-9999",120.37,17.51,"38_URMD_BESMMG_11.8-9999",4957,"000380009"
4958,38.00,48773.81,"URMD",2601.00,"BESMMG",671.06,"4.29-11.8",352.68,7.25,"38_URMD_BESMMG_4.29-11.8",4958,"000380010"
4959,38.00,48773.81,"URMD",2601.00,"BESMMG",671.06,"0-4.29",198.00,2.71,"38_URMD_BESMMG_0-4.29",4959,"000380011"
4960,38.00,48773.81,"URMD",2601.00,"HM",2.25,"0-4.29",1.12,3.29,"38_URMD_HM_0-4.29",4960,"000380012"
4961,38.00,48773.81,"URMD",2601.00,"HM",2.25,"4.29-11.8",1.12,5.95,"38_URMD_HM_4.29-11.8",4961,"000380013"
4962,38.00,48773.81,"BARR",99.00,"BEBIMG",39.37,"11.8-9999",9.56,14.78,"38_BARR_BEBIMG_11.8-9999",4962,"000380014"
4963,38.00,48773.81,"BARR",99.00,"BEBIMG",39.37,"0-4.29",5.62,3.14,"38_BARR_BEBIMG_0-4.29",4963,"000380015"
4964,38.00,48773.81,"BARR",99.00,"BEBIMG",39.37,"4.29-11.8",24.18,7.30,"38_BARR_BEBIMG_4.29-11.8",4964,"000380016"
4965,38.00,48773.81,"BARR",99.00,"BELVTS",59.62,"0-4.29",12.93,2.80,"38_BARR_BELVTS_0-4.29",4965,"000380017"
4966,38.00,48773.81,"BARR",99.00,"BELVTS",59.62,"4.29-11.8",36.56,8.04,"38_BARR_BELVTS_4.29-11.8",4966,"000380018"
4967,38.00,48773.81,"BARR",99.00,"BELVTS",59.62,"11.8-9999",10.12,15.51,"38_BARR_BELVTS_11.8-9999",4967,"000380019"
4968,38.00,48773.81,"PAST",6272.43,"BEBIMG",1124.43,"11.8-9999",166.50,15.86,"38_PAST_BEBIMG_11.8-9999",4968,"000380020"
4969,38.00,48773.81,"PAST",6272.43,"BEBIMG",1124.43,"0-4.29",309.93,2.75,"38_PAST_BEBIMG_0-4.29",4969,"000380021"
4970,38.00,48773.81,"PAST",6272.43,"BEBIMG",1124.43,"4.29-11.8",648.00,7.39,"38_PAST_BEBIMG_4.29-11.8",4970,"000380022"
4971,38.00,48773.81,"PAST",6272.43,"BELVSI",189.56,"0-4.29",12.93,2.91,"38_PAST_BELVSI_0-4.29",4971,"000380023"
4972,38.00,48773.81,"PAST",6272.43,"BELVSI",189.56,"4.29-11.8",79.87,8.01,"38_PAST_BELVSI_4.29-11.8",4972,"000380024"
4973,38.00,48773.81,"PAST",6272.43,"BELVSI",189.56,"11.8-9999",96.75,18.55,"38_PAST_BELVSI_11.8-9999",4973,"000380025"
4974,38.00,48773.81,"PAST",6272.43,"BELVTS",3111.18,"0-4.29",636.18,2.86,"38_PAST_BELVTS_0-4.29",4974,"000380026"
4975,38.00,48773.81,"PAST",6272.43,"BELVTS",3111.18,"11.8-9999",599.06,16.20,"38_PAST_BELVTS_11.8-9999",4975,"000380027"
4976,38.00,48773.81,"PAST",6272.43,"BELVTS",3111.18,"4.29-11.8",1875.93,7.56,"38_PAST_BELVTS_4.29-11.8",4976,"000380028"
4977,38.00,48773.81,"PAST",6272.43,"BESMMG",1458.00,"11.8-9999",221.06,16.07,"38_PAST_BESMMG_11.8-9999",4977,"000380029"
4978,38.00,48773.81,"PAST",6272.43,"BESMMG",1458.00,"0-4.29",493.31,2.67,"38_PAST_BESMMG_0-4.29",4978,"000380030"
4979,38.00,48773.81,"PAST",6272.43,"BESMMG",1458.00,"4.29-11.8",743.62,7.19,"38_PAST_BESMMG_4.29-11.8",4979,"000380031"
4980,38.00,48773.81,"PAST",6272.43,"HM",389.25,"4.29-11.8",187.87,6.72,"38_PAST_HM_4.29-11.8",4980,"000380032"
4981,38.00,48773.81,"PAST",6272.43,"HM",389.25,"11.8-9999",15.75,13.30,"38_PAST_HM_11.8-9999",4981,"000380033"
4982,38.00,48773.81,"PAST",6272.43,"HM",389.25,"0-4.29",185.62,2.49,"38_PAST_HM_0-4.29",4982,"000380034"
4983,38.00,48773.81,"FRSE",11409.75,"BEBIMG",2595.93,"0-4.29",510.18,2.79,"38_FRSE_BEBIMG_0-4.29",4983,"000380035"
4984,38.00,48773.81,"FRSE",11409.75,"BEBIMG",2595.93,"11.8-9999",743.62,17.92,"38_FRSE_BEBIMG_11.8-9999",4984,"000380036"
